ts,open,high,low,close,volume
2022-04-10T20:00:00+00:00,1944.61,1945.0,1943.27,1944.71,447.0
2022-04-11T00:00:00+00:00,1944.67,1947.79,1940.32,1942.92,11592.0
2022-04-11T04:00:00+00:00,1942.92,1946.95,1939.97,1945.84,15355.0
2022-04-11T08:00:00+00:00,1945.83,1961.65,1945.32,1960.68,18230.0
2022-04-11T12:00:00+00:00,1960.68,1969.88,1945.75,1951.41,29197.0
2022-04-11T16:00:00+00:00,1951.41,1954.61,1940.88,1953.76,14986.0
2022-04-11T20:00:00+00:00,1953.75,1955.82,1951.55,1952.84,3796.0
2022-04-12T00:00:00+00:00,1952.78,1959.18,1949.82,1959.07,11607.0
2022-04-12T04:00:00+00:00,1959.07,1960.42,1952.87,1953.32,12662.0
2022-04-12T08:00:00+00:00,1953.32,1957.47,1949.7,1956.63,14286.0
2022-04-12T12:00:00+00:00,1956.63,1978.58,1955.23,1970.62,31083.0
2022-04-12T16:00:00+00:00,1970.62,1975.94,1964.71,1968.99,18944.0
2022-04-12T20:00:00+00:00,1968.83,1968.83,1964.74,1965.89,3593.0
2022-04-13T00:00:00+00:00,1965.89,1972.23,1962.88,1969.94,11268.0
2022-04-13T04:00:00+00:00,1969.94,1973.59,1965.69,1971.13,12904.0
2022-04-13T08:00:00+00:00,1971.12,1980.17,1970.01,1978.01,16378.0
2022-04-13T12:00:00+00:00,1977.99,1981.43,1971.82,1980.93,27808.0
2022-04-13T16:00:00+00:00,1980.93,1981.54,1974.82,1978.09,12519.0
2022-04-13T20:00:00+00:00,1978.09,1979.17,1976.37,1977.11,3946.0
2022-04-14T00:00:00+00:00,1977.13,1980.35,1973.55,1973.68,10781.0
2022-04-14T04:00:00+00:00,1973.68,1978.37,1970.68,1975.5,11855.0
2022-04-14T08:00:00+00:00,1975.57,1978.9,1967.2,1977.27,16251.0
2022-04-14T12:00:00+00:00,1977.25,1979.85,1960.48,1966.77,30389.0
2022-04-14T16:00:00+00:00,1966.71,1975.03,1966.67,1971.62,14462.0
2022-04-14T20:00:00+00:00,1971.6,1973.59,1971.6,1973.37,867.0
2022-04-17T20:00:00+00:00,1972.17,1988.06,1970.96,1986.75,4488.0
2022-04-18T00:00:00+00:00,1987.0,1988.5,1982.57,1984.86,13844.0
2022-04-18T04:00:00+00:00,1984.86,1992.69,1983.36,1991.56,11902.0
2022-04-18T08:00:00+00:00,1991.48,1993.86,1987.73,1991.91,11097.0
2022-04-18T12:00:00+00:00,1991.91,1998.33,1982.82,1989.1,26783.0
2022-04-18T16:00:00+00:00,1989.1,1990.54,1976.24,1978.22,17482.0
2022-04-18T20:00:00+00:00,1978.21,1978.94,1976.26,1977.09,4712.0
2022-04-19T00:00:00+00:00,1977.15,1978.94,1974.84,1978.64,12563.0
2022-04-19T04:00:00+00:00,1978.68,1980.8,1972.73,1978.02,14539.0
2022-04-19T08:00:00+00:00,1978.09,1981.23,1974.75,1980.06,17157.0
2022-04-19T12:00:00+00:00,1980.05,1981.95,1950.37,1956.44,32627.0
2022-04-19T16:00:00+00:00,1956.42,1958.23,1943.66,1948.13,16187.0
2022-04-19T20:00:00+00:00,1948.12,1951.53,1947.23,1949.74,5863.0
2022-04-20T00:00:00+00:00,1949.73,1950.16,1942.64,1944.02,16039.0
2022-04-20T04:00:00+00:00,1944.02,1946.72,1939.33,1943.78,16468.0
2022-04-20T08:00:00+00:00,1943.78,1955.09,1940.2,1952.16,18576.0
2022-04-20T12:00:00+00:00,1952.16,1954.55,1943.9,1950.9,27018.0
2022-04-20T16:00:00+00:00,1950.97,1958.04,1949.34,1957.73,15451.0
2022-04-20T20:00:00+00:00,1957.76,1958.32,1954.65,1956.78,4685.0
2022-04-21T00:00:00+00:00,1956.78,1957.36,1950.3,1951.36,12384.0
2022-04-21T04:00:00+00:00,1951.36,1954.02,1949.66,1949.75,14090.0
2022-04-21T08:00:00+00:00,1949.75,1949.93,1936.65,1939.81,18959.0
2022-04-21T12:00:00+00:00,1939.79,1949.6,1937.52,1940.01,28205.0
2022-04-21T16:00:00+00:00,1939.98,1953.94,1938.29,1951.08,17848.0
2022-04-21T20:00:00+00:00,1951.06,1952.92,1950.22,1950.96,4181.0
2022-04-22T00:00:00+00:00,1950.96,1953.64,1945.9,1950.43,15235.0
2022-04-22T04:00:00+00:00,1950.42,1955.6,1949.73,1951.03,16897.0
2022-04-22T08:00:00+00:00,1950.88,1951.55,1930.75,1935.44,20678.0
2022-04-22T12:00:00+00:00,1935.44,1946.38,1926.51,1939.1,31672.0
2022-04-22T16:00:00+00:00,1939.17,1940.85,1931.7,1932.6,17523.0
2022-04-22T20:00:00+00:00,1932.64,1934.64,1930.76,1931.44,1894.0
2022-04-24T20:00:00+00:00,1930.13,1934.42,1927.78,1932.63,3127.0
2022-04-25T00:00:00+00:00,1932.63,1932.73,1921.8,1924.14,15677.0
2022-04-25T04:00:00+00:00,1924.14,1924.43,1912.23,1915.51,20609.0
2022-04-25T08:00:00+00:00,1915.51,1921.17,1905.15,1907.56,20844.0
2022-04-25T12:00:00+00:00,1907.56,1909.71,1891.5,1895.81,35054.0
2022-04-25T16:00:00+00:00,1895.81,1902.51,1894.5,1897.94,19796.0
2022-04-25T20:00:00+00:00,1897.91,1900.54,1897.15,1899.34,4591.0
2022-04-26T00:00:00+00:00,1899.34,1905.05,1897.39,1902.3,14755.0
2022-04-26T04:00:00+00:00,1902.3,1907.45,1895.69,1896.71,17138.0
2022-04-26T08:00:00+00:00,1896.66,1909.66,1896.12,1903.46,16728.0
2022-04-26T12:00:00+00:00,1903.52,1911.21,1900.36,1901.7,31015.0
2022-04-26T16:00:00+00:00,1901.7,1905.24,1896.49,1901.08,16793.0
2022-04-26T20:00:00+00:00,1901.14,1907.0,1900.92,1906.47,4951.0
2022-04-27T00:00:00+00:00,1906.5,1906.77,1896.93,1899.12,13869.0
