ts,open,high,low,close,volume
2023-08-14T20:00:00+00:00,29344.62,29453.25,29341.89,29406.16,10138.0
2023-08-15T00:00:00+00:00,29405.5,29434.31,29334.62,29364.17,16336.0
2023-08-15T04:00:00+00:00,29363.97,29397.69,29309.89,29372.75,17262.0
2023-08-15T08:00:00+00:00,29372.61,29417.76,29311.37,29322.58,25974.0
2023-08-15T12:00:00+00:00,29322.58,29462.45,29271.72,29288.46,34520.0
2023-08-15T16:00:00+00:00,29289.18,29331.24,29040.9,29150.0,28486.0
2023-08-15T20:00:00+00:00,29149.9,29211.91,29102.88,29168.78,20819.0
2023-08-16T00:00:00+00:00,29169.68,29226.43,29151.31,29193.75,18005.0
2023-08-16T04:00:00+00:00,29192.92,29202.67,29075.17,29160.49,26645.0
2023-08-16T08:00:00+00:00,29161.28,29179.3,29063.89,29124.39,25012.0
2023-08-16T12:00:00+00:00,29124.39,29178.84,28996.84,29067.96,37155.0
2023-08-16T16:00:00+00:00,29067.87,29205.47,28913.87,29094.42,41168.0
2023-08-16T20:00:00+00:00,29079.56,29109.5,28684.69,28699.07,28139.0
2023-08-17T00:00:00+00:00,28699.73,28751.19,28290.08,28619.96,31756.0
2023-08-17T04:00:00+00:00,28619.96,28675.0,28558.27,28582.71,25083.0
2023-08-17T08:00:00+00:00,28583.86,28599.92,28444.22,28502.83,38608.0
2023-08-17T12:00:00+00:00,28502.97,28535.45,27844.33,27893.29,48065.0
2023-08-17T16:00:00+00:00,27893.29,28043.6,27630.67,27853.64,35843.0
2023-08-17T20:00:00+00:00,27853.73,27882.04,24145.35,26616.6,40213.0
2023-08-18T00:00:00+00:00,26617.19,26824.75,26311.76,26397.46,38579.0
2023-08-18T04:00:00+00:00,26397.89,26607.14,26134.99,26415.7,39290.0
2023-08-18T08:00:00+00:00,26413.87,26603.03,26369.84,26481.25,28873.0
2023-08-18T12:00:00+00:00,26481.25,26489.67,25909.63,25982.23,47119.0
2023-08-18T16:00:00+00:00,25982.44,26285.71,25594.82,26044.55,44813.0
2023-08-18T20:00:00+00:00,26044.22,26228.48,25959.25,26047.75,20323.0
2023-08-19T00:00:00+00:00,26047.44,26142.72,25911.94,25959.22,27243.0
2023-08-19T04:00:00+00:00,25958.97,26000.98,25791.38,25902.16,34277.0
2023-08-19T08:00:00+00:00,25901.22,25981.35,25872.56,25889.29,30215.0
2023-08-19T12:00:00+00:00,25890.8,26218.87,25863.47,26203.69,39287.0
2023-08-19T16:00:00+00:00,26203.15,26261.25,26026.05,26130.48,35696.0
2023-08-19T20:00:00+00:00,26130.43,26159.5,25979.02,26093.88,17544.0
2023-08-20T00:00:00+00:00,26094.41,26206.28,26038.72,26093.22,19947.0
2023-08-20T04:00:00+00:00,26093.19,26154.23,26026.6,26078.59,13629.0
2023-08-20T08:00:00+00:00,26078.59,26193.15,26050.02,26170.01,34994.0
2023-08-20T12:00:00+00:00,26170.51,26209.62,25964.53,26104.69,37127.0
2023-08-20T16:00:00+00:00,26104.19,26162.4,26004.02,26139.7,31049.0
2023-08-20T20:00:00+00:00,26140.2,26295.66,26136.24,26193.22,30382.0
2023-08-21T00:00:00+00:00,26194.08,26202.98,26061.87,26086.48,28986.0
2023-08-21T04:00:00+00:00,26085.45,26189.19,25984.2,26018.0,31528.0
2023-08-21T08:00:00+00:00,26017.94,26086.55,25867.05,26027.18,34308.0
2023-08-21T12:00:00+00:00,26027.18,26196.61,25811.51,25940.47,42822.0
2023-08-21T16:00:00+00:00,25939.2,26161.83,25933.77,26094.23,32390.0
2023-08-21T20:00:00+00:00,26094.96,26249.45,26073.65,26125.62,21129.0
2023-08-22T00:00:00+00:00,26124.38,26143.94,26015.98,26053.5,22489.0
2023-08-22T04:00:00+00:00,26052.3,26115.74,25991.21,26096.64,25811.0
2023-08-22T08:00:00+00:00,26096.92,26109.18,26021.31,26050.0,26977.0
2023-08-22T12:00:00+00:00,26050.0,26091.54,25899.16,25925.24,33571.0
2023-08-22T16:00:00+00:00,25923.5,26047.2,25714.11,25764.46,43826.0
